ID, SigID, X, Y, P,al,az, signatureOrigin
UserA01,A01_R_7,7.495963733408363,42.510330629388726,58.76130767045694,NaN,NaN,Genuine
UserA01,A01_R_8,9.015311358787804,61.67736349050426,71.15109004366299,NaN,NaN,Genuine
UserA01,A01_R_9,8.451615916159032,45.37435271743141,62.38722632092987,NaN,NaN,Genuine
UserA01,A01_F2_4,17.755976139325416,72.4867245137393,66.91532864804151,NaN,NaN,Forged
UserA01,A01_F2_5,15.238629965746098,68.72335281583416,65.21041033890867,NaN,NaN,Forged
UserA02,A02_R_7,5.515875017601016,35.204170263678975,64.90411997616657,NaN,NaN,Genuine
UserA02,A02_R_8,5.246045462375895,34.820593154387886,70.95054797420063,NaN,NaN,Genuine
UserA02,A02_R_9,5.1542329085588605,34.56122730370743,62.13319830368422,NaN,NaN,Genuine
UserA02,A02_F2_4,10.448492983958872,61.05559806387237,65.08549245516213,NaN,NaN,Forged
UserA02,A02_F2_5,11.988847577379154,97.25730713354356,91.29110443533501,NaN,NaN,Forged
UserA03,A03_R_7,11.098629483380238,22.393709041543122,38.2434522685424,NaN,NaN,Genuine
UserA03,A03_R_8,7.679680715044479,20.50948839667404,38.75409039841128,NaN,NaN,Genuine
UserA03,A03_R_9,8.717221005568254,18.184435598374886,33.97297666730818,NaN,NaN,Genuine
UserA03,A03_F2_4,17.280884034503774,42.20408681830043,57.20334568923776,NaN,NaN,Forged
UserA03,A03_F2_5,15.581805761232014,42.8670294036009,51.85555952429977,NaN,NaN,Forged
UserA04,A04_R_7,6.578397282626313,16.676631690908156,12.843926362075997,NaN,NaN,Genuine
UserA04,A04_R_8,6.844560976033069,18.08777114986603,8.730246448938017,NaN,NaN,Genuine
UserA04,A04_R_9,6.388962636896355,20.117263926453358,11.533061300929342,NaN,NaN,Genuine
UserA04,A04_F2_4,10.579794860198954,26.63735369289093,18.143200739500816,NaN,NaN,Forged
UserA04,A04_F2_5,8.968685807894415,22.401209424432768,18.19787121184343,NaN,NaN,Forged
UserA06,A06_R_7,19.205824512734896,20.30898394644457,25.6012113419869,NaN,NaN,Genuine
UserA06,A06_R_8,25.74594770551087,27.59968322285843,26.214150315764556,NaN,NaN,Genuine
UserA06,A06_R_9,17.088667228491733,28.65360622899335,26.100412377729683,NaN,NaN,Genuine
UserA06,A06_F2_4,38.98931238463138,34.719245546423444,27.78501699609902,NaN,NaN,Forged
UserA06,A06_F2_5,33.54938395118428,33.77988945474639,23.81738145916979,NaN,NaN,Forged
UserA07,A07_R_7,4.260654794022765,9.1639938882504,13.418582985009529,NaN,NaN,Genuine
UserA07,A07_R_8,5.1552888098441185,8.858703402722872,12.84921562114556,NaN,NaN,Genuine
UserA07,A07_R_9,5.011386277685596,9.200412661594958,13.099977938089525,NaN,NaN,Genuine
UserA07,A07_F2_4,10.497799992446453,23.09239386407653,11.842954763220712,NaN,NaN,Forged
UserA07,A07_F2_5,8.551362395927113,17.097635274472683,9.833101038685923,NaN,NaN,Forged
UserA08,A08_R_7,15.884036394198667,44.02172787773739,37.78623926232402,NaN,NaN,Genuine
UserA08,A08_R_8,11.560457481118002,27.385752670907134,30.219262767254275,NaN,NaN,Genuine
UserA08,A08_R_9,12.365837040649785,27.062095733520266,28.771549927397377,NaN,NaN,Genuine
UserA08,A08_F2_4,16.73560254583393,44.289898177085654,35.60750569254887,NaN,NaN,Forged
UserA08,A08_F2_5,13.631554855332153,49.20456270563975,34.880499291495944,NaN,NaN,Forged
UserA09,A09_R_7,10.445376370987011,74.17911758146073,72.58738476107445,NaN,NaN,Genuine
UserA09,A09_R_8,11.723350722137278,70.2858442100578,88.68117462448005,NaN,NaN,Genuine
UserA09,A09_R_9,10.82707749892996,82.87590572336241,55.10103924347592,NaN,NaN,Genuine
UserA09,A09_F2_4,18.927813783041206,136.36964911365962,63.800914752347126,NaN,NaN,Forged
UserA09,A09_F2_5,17.099344133663333,122.72817198138351,35.46479392132929,NaN,NaN,Forged
UserA10,A10_R_7,12.139251901654772,15.150631526314351,15.669274166652022,NaN,NaN,Genuine
UserA10,A10_R_8,12.486831383884265,14.12889252610382,16.57421917477792,NaN,NaN,Genuine
UserA10,A10_R_9,14.835538616157748,17.103063710582486,15.392227902223496,NaN,NaN,Genuine
UserA10,A10_F2_4,18.539395449344767,20.98937626411144,28.329563469420417,NaN,NaN,Forged
UserA10,A10_F2_5,26.679303101248404,33.255085180896806,34.0420502042404,NaN,NaN,Forged
UserA11,A11_R_7,24.78241931351796,22.696830058543224,44.05299953277646,NaN,NaN,Genuine
UserA11,A11_R_8,16.31214243963353,19.516462795939805,48.76703042474196,NaN,NaN,Genuine
