ID, SigID, X, Y, P,al,az, signatureOrigin
User001,001_20,27.113590489420506,40.097380010151596,61.964096929280146,NaN,NaN,Genuine
User001,001_21,31.231132603985515,40.30170685178154,58.23011337837209,NaN,NaN,Genuine
User001,001_22,43.89117148685237,62.46972657044492,77.06132585196916,NaN,NaN,Genuine
User001,001_23,23.370708303240125,38.96961011288276,58.87865867094203,NaN,NaN,Genuine
User001,001_24,28.43172943593278,41.35664610567417,69.87826897710823,NaN,NaN,Genuine
User001,001_196_02,63.60607979619251,128.11767867046484,160.16967148701167,NaN,NaN,Forged
User001,001_196_03,61.03312582808468,118.47972972471433,162.5924107275191,NaN,NaN,Forged
User001,001_196_04,68.90562643391357,136.23659778215483,160.4857208753446,NaN,NaN,Forged
User002,002_20,42.17699990543558,117.49032376591875,122.76110886874723,NaN,NaN,Genuine
User002,002_21,18.904117465665237,126.6686342877765,119.72314430251396,NaN,NaN,Genuine
User002,002_22,18.298413369762677,142.93895842622285,114.28873648954168,NaN,NaN,Genuine
User002,002_23,19.372445876304017,145.9950905717405,108.49794875506753,NaN,NaN,Genuine
User002,002_24,18.32146863477209,121.56286351551206,108.97568978206179,NaN,NaN,Genuine
User002,002_179_03,318.7659270878468,889.7960374606001,1358.7230525995392,NaN,NaN,Forged
User002,002_179_04,1072.0796888841292,1123.9580777658443,1784.5066651867673,NaN,NaN,Forged
User003,003_20,49.839716557661944,143.8899828864584,189.4107946170849,NaN,NaN,Genuine
User003,003_21,37.33899490980204,133.49865895707975,157.11411567506602,NaN,NaN,Genuine
User003,003_22,30.9520631329433,149.1157261417953,161.96422108289235,NaN,NaN,Genuine
User003,003_23,49.443338629125876,162.57059864881526,148.2346023587226,NaN,NaN,Genuine
User003,003_24,39.86444158741779,123.6178421143673,141.21756834082015,NaN,NaN,Genuine
User003,003_201_02,45.690192901420836,385.0610882315953,253.53921197147386,NaN,NaN,Forged
User003,003_201_03,68.84338397639252,513.0764900183751,353.5954196879649,NaN,NaN,Forged
User003,003_201_04,52.971870617239944,416.7437479790915,313.09968889275126,NaN,NaN,Forged
User004,004_20,30.427272824424676,74.32809882314241,93.60158052529286,NaN,NaN,Genuine
User004,004_21,32.47831881167988,105.94247453569098,108.9820452623309,NaN,NaN,Genuine
User004,004_22,34.691292868373466,92.62837870437733,99.86633247786708,NaN,NaN,Genuine
User004,004_23,27.0543300265624,79.62739040922334,99.62268344684685,NaN,NaN,Genuine
User004,004_24,38.45047039598765,136.93652971930337,138.1390444325022,NaN,NaN,Genuine
User004,004_192_02,59.929352405584496,281.4106185388421,190.71843271211412,NaN,NaN,Forged
User004,004_192_03,70.39646707025486,261.18656407536446,208.74396972587866,NaN,NaN,Forged
User004,004_192_04,45.72770784448545,174.5837817325706,153.63635022967887,NaN,NaN,Forged
User006,006_20,33.261236322633415,97.5383897130461,107.16182198446924,NaN,NaN,Genuine
User006,006_21,42.560986843749106,137.3631485112798,92.06497618933656,NaN,NaN,Genuine
User006,006_22,31.7270759320484,117.41976844774499,101.23874637227357,NaN,NaN,Genuine
User006,006_23,46.747380948914866,109.86303852576529,117.84814187257163,NaN,NaN,Genuine
User006,006_24,58.48669601969605,147.12656646760092,107.31398714771161,NaN,NaN,Genuine
User006,006_200_02,113.80493179086928,291.19673923193375,359.4664547139744,NaN,NaN,Forged
User006,006_200_03,101.35847222495843,222.4637407824695,327.23327534291514,NaN,NaN,Forged
User006,006_200_04,88.61763320543407,292.3173473269996,280.44387472101494,NaN,NaN,Forged
User009,009_20,51.44342189019212,91.62630407753407,82.03596911695311,NaN,NaN,Genuine
User009,009_21,52.88300040003236,110.47054406640707,91.82460972493618,NaN,NaN,Genuine
User009,009_22,48.285395282833065,98.26998123794868,79.029532300809,NaN,NaN,Genuine
User009,009_23,46.79073127252559,93.48383003122555,85.03116676554339,NaN,NaN,Genuine
User009,009_24,47.13270149226443,115.46421591417234,91.6302077448963,NaN,NaN,Genuine
User009,009_196_02,67.87065561065135,211.34209899646305,133.07190609323652,NaN,NaN,Forged
User009,009_196_03,58.96868912208375,202.4522663142042,129.46704624032637,NaN,NaN,Forged
User009,009_196_04,67.21260130443713,208.34782929137904,123.20195148783293,NaN,NaN,Forged
User012,012_20,34.03829807625388,26.787861683798493,28.715480105293526,NaN,NaN,Genuine
