ID, SigID, X, Y, P,al,az, signatureOrigin
User001,001_13,22.88306010964117,50.38671015520424,81.0630963531679,NaN,NaN,Genuine
User001,001_13,15.938639059501105,35.32093014961155,86.9678391748839,NaN,NaN,Genuine
User001,001_13,15.037491528508365,46.90269176094109,70.18595319586211,NaN,NaN,Genuine
User001,001_13,13.256769449611276,53.92974569285675,99.62591144730122,NaN,NaN,Genuine
User001,001_14,15.663529955833397,32.6148429742555,78.00969801841259,NaN,NaN,Genuine
User001,001_14,11.9407880958466,30.2161536480519,55.43400607953305,NaN,NaN,Genuine
User001,001_14,18.58967526795698,38.821746872589955,72.92902718591934,NaN,NaN,Genuine
User001,001_14,21.328487592375602,54.98455863860291,58.518761833901905,NaN,NaN,Genuine
User001,001_15,15.073954527732713,61.77717114619675,96.28470989757255,NaN,NaN,Genuine
User001,001_15,13.841289857410557,46.43563405433362,62.21202728995167,NaN,NaN,Genuine
User001,001_15,14.797035964647698,59.038714689781344,61.77047276542483,NaN,NaN,Genuine
User001,001_15,16.27906296369098,43.555932505927316,60.52008014591831,NaN,NaN,Genuine
User001,001_16,20.942770225444942,56.52651647915422,69.07039051436195,NaN,NaN,Genuine
User001,001_16,16.61619743046039,33.963326068170616,59.74462434991481,NaN,NaN,Genuine
User001,001_16,15.981711857179961,40.04053374327494,59.25885793383625,NaN,NaN,Genuine
User001,001_16,12.766237169477007,59.058752261864875,75.48491856608517,NaN,NaN,Genuine
User001,001_17,12.4240251158556,68.88460521276679,95.39390942242477,NaN,NaN,Genuine
User001,001_17,13.473844003811752,40.339493036659526,48.42842056489813,NaN,NaN,Genuine
User001,001_17,13.43043085872513,51.72582054643683,69.15138152540558,NaN,NaN,Genuine
User001,001_17,15.210044291586765,45.739870375815194,37.435479031018424,NaN,NaN,Genuine
User001,001_18,17.84121631052196,40.72485636086006,81.38187759056815,NaN,NaN,Genuine
User001,001_18,17.32004358362148,35.22125105930291,41.33510525849314,NaN,NaN,Genuine
User001,001_18,13.296655498956142,44.145752029454925,60.77660996064759,NaN,NaN,Genuine
User001,001_18,16.660768661735467,31.592800391582628,41.38703139155481,NaN,NaN,Genuine
User001,001_19,16.683446801732806,44.34526833213847,78.688210765188,NaN,NaN,Genuine
User001,001_19,17.195897418082808,30.414922406415897,57.412409165146876,NaN,NaN,Genuine
User001,001_19,12.048081520204448,42.91902137727777,60.028172438594225,NaN,NaN,Genuine
User001,001_19,11.69821610410248,41.60134271456552,61.1005829691891,NaN,NaN,Genuine
User001,001_2,14.153941007555568,42.91753569368462,87.15349903754348,NaN,NaN,Genuine
