ID, SigID, X, Y, P,al,az, signatureOrigin
User001,001_5,15.592197568307398,46.387178215529254,57.45342139836211,NaN,NaN,Genuine
User001,001_6,18.356996042811193,45.21954436745335,55.2224470401289,NaN,NaN,Genuine
User001,001_7,25.232967001461112,69.56215160407322,70.22009940295484,NaN,NaN,Genuine
User001,001_8,12.218840649832893,53.49286237041882,53.11937288062795,NaN,NaN,Genuine
User001,001_9,22.501120954334336,54.5395175055197,59.81772521510567,NaN,NaN,Genuine
User001,0120001_35,43.38140637277348,94.49273057665624,153.4234525812405,NaN,NaN,Forged
User001,0120001_36,42.827180399344485,90.78195027715824,168.26037695127127,NaN,NaN,Forged
User001,0120001_4,87.54052103617752,157.2420498207117,171.23059376325253,NaN,NaN,Forged
User001,0120001_5,68.10256154704749,128.11994039730988,271.0081765106859,NaN,NaN,Forged
User001,0120001_6,89.0539197003265,113.81506205064925,168.94850855399972,NaN,NaN,Forged
User001,0120001_7,59.91193800573142,93.50889532508357,178.51537319069277,NaN,NaN,Forged
User001,0120001_8,93.76122196427801,186.03679178859792,158.71736009322066,NaN,NaN,Forged
User001,0120001_9,96.40698581255091,155.83902762681316,228.02548859539974,NaN,NaN,Forged
User002,002_5,29.49809717499898,75.96213343169153,113.38120554979137,NaN,NaN,Genuine
User002,002_6,28.49913673104939,79.49609894400109,108.43566963761984,NaN,NaN,Genuine
User002,002_7,37.446807113400226,100.74112360784886,119.13284881162018,NaN,NaN,Genuine
User002,002_8,25.1060368644882,85.26828381864341,117.94732219386105,NaN,NaN,Genuine
User002,002_9,30.59282742942464,89.6473488561085,146.0603124499063,NaN,NaN,Genuine
User002,0121002_50,147.84358315791837,263.9978310512216,576.9764042699559,NaN,NaN,Forged
User002,0121002_51,112.58893376376386,210.03534317577578,464.30768769230895,NaN,NaN,Forged
User002,0121002_52,136.80689641389804,229.74994943956875,581.8851750605779,NaN,NaN,Forged
User002,0121002_53,135.08320133656915,227.02528467611745,573.9349247041259,NaN,NaN,Forged
User002,0121002_54,216.28592269401912,265.6461660353623,590.3294924888479,NaN,NaN,Forged
User002,0121002_55,123.24024673910768,246.34207698155478,628.3671760909681,NaN,NaN,Forged
User002,0121002_56,123.5496222849627,243.7243149501512,479.02186447472513,NaN,NaN,Forged
User002,0121002_57,152.74966353984755,241.69184230101004,560.4103043653644,NaN,NaN,Forged
User002,0121002_6,69.49997212711496,150.92756573083437,205.89620999376825,NaN,NaN,Forged
User002,0121002_7,65.00742136378062,135.20147018726766,224.42595799246016,NaN,NaN,Forged
User002,0121002_8,54.453846487251546,135.67274510683373,208.9815550437818,NaN,NaN,Forged
User002,0121002_9,68.25045138697098,153.68185416207797,221.31711569703288,NaN,NaN,Forged
User003,003_5,14.213662517459948,20.87465062160765,54.76640515928862,NaN,NaN,Genuine
User003,003_6,14.907541089162695,18.11396067355756,46.31316146885226,NaN,NaN,Genuine
User003,003_7,16.239179107302977,31.439490323695754,44.864481449713736,NaN,NaN,Genuine
User003,003_8,15.816283675310064,19.133095915318997,39.69664204580118,NaN,NaN,Genuine
User003,003_9,13.91619868901205,21.05023927011787,52.219152357123654,NaN,NaN,Genuine
User003,0122003_42,92.31284128213386,159.27184411153564,195.16140463040298,NaN,NaN,Forged
User003,0122003_43,84.38102969827241,176.62416903339974,288.64033531608084,NaN,NaN,Forged
User003,0122003_44,101.50063859172349,178.04425541120665,242.78267465681793,NaN,NaN,Forged
User003,0122003_45,89.56473093139309,206.20097034383207,237.52028813468976,NaN,NaN,Forged
User003,0122003_46,75.96367188589453,119.81335940440212,186.88813008916935,NaN,NaN,Forged
User003,0122003_5,62.09127340009671,130.8997728882097,224.70688475823934,NaN,NaN,Forged
